          ntotiter
              1000
             Niter        Best_route     Elite_average
               345              3.99              3.99
               346              3.99              3.99
               347              3.99              3.99
               348              3.99              3.99
               349              3.99              3.99
               350              3.99              3.99
               351              3.99              3.99
               352              3.99              3.99
               353              3.99              3.99
               354              3.99              3.99
               355              3.99              3.99
               356              3.99              3.99
               357              3.99              3.99
               358              3.99              3.99
               359              3.99              3.99
               360              3.99              3.99
               361              3.99              3.99
               362              3.99              3.99
               363              3.99              3.99
               364              3.99              3.99
               365              3.99              3.99
               366              3.99              3.99
               367              3.99              3.99
               368              3.99              3.99
               369              3.99              3.99
               370              3.99              3.99
               371              3.99              3.99
               372              3.99              3.99
               373              3.99              3.99
               374              3.99              3.99
               375              3.99              3.99
               376              3.99              3.99
               377              3.99              3.99
               378              3.99              3.99
               379              3.99              3.99
               380              3.99              3.99
               381              3.99              3.99
               382              3.99              3.99
               383              3.99              3.99
               384              3.99              3.99
               385              3.99              3.99
               386              3.99              3.99
               387              3.99              3.99
               388              3.99              3.99
               389              3.99              3.99
               390              3.99              3.99
               391              3.99              3.99
               392              3.99              3.99
               393              3.99              3.99
               394              3.99              3.99
               395              3.99              3.99
               396              3.99              3.99
               397              3.99              3.99
               398              3.99              3.99
               399              3.99              3.99
               400              3.99              3.99
               401              3.99              3.99
               402              3.99              3.99
               403              3.99              3.99
               404              3.99              3.99
               405              3.99              3.99
               406              3.99              3.99
               407              3.99              3.99
               408              3.99              3.99
               409              3.99              3.99
               410              3.99              3.99
               411              3.99              3.99
               412              3.99              3.99
               413              3.99              3.99
               414              3.99              3.99
               415              3.99              3.99
               416              3.99              3.99
               417              3.99              3.99
               418              3.99              3.99
               419              3.99              3.99
               420              3.99              3.99
               421              3.99              3.99
               422              3.99              3.99
               423              3.99              3.99
               424              3.99              3.99
               425              3.99              3.99
               426              3.99              3.99
               427              3.99              3.99
               428              3.99              3.99
               429              3.99              3.99
               430              3.99              3.99
               431              3.99              3.99
               432              3.99              3.99
               433              3.99              3.99
               434              3.99              3.99
               435              3.99              3.99
               436              3.99              3.99
               437              3.99              3.99
               438              3.99              3.99
               439              3.99              3.99
               440              3.99              3.99
               441              3.99              3.99
               442              3.99              3.99
               443              3.99              3.99
               444              3.99              3.99
               445              3.99              3.99
               446              3.99              3.99
               447              3.99              3.99
               448              3.99              3.99
               449              3.99              3.99
               450              3.99              3.99
               451              3.99              3.99
               452              3.99              3.99
               453              3.99              3.99
               454              3.99              3.99
               455              3.99              3.99
               456              3.99              3.99
               457              3.99              3.99
               458              3.99              3.99
               459              3.99              3.99
               460              3.99              3.99
               461              3.99              3.99
               462              3.99              3.99
               463              3.99              3.99
               464              3.99              3.99
               465              3.99              3.99
               466              3.99              3.99
               467              3.99              3.99
               468              3.99              3.99
               469              3.99              3.99
               470              3.99              3.99
               471              3.99              3.99
               472              3.99              3.99
               473              3.99              3.99
               474              3.99              3.99
               475              3.99              3.99
               476              3.99              3.99
               477              3.99              3.99
               478              3.99              3.99
               479              3.99              3.99
               480              3.99              3.99
               481              3.99              3.99
               482              3.99              3.99
               483              3.99              3.99
               484              3.99              3.99
               485              3.99              3.99
               486              3.99              3.99
               487              3.99              3.99
               488              3.99              3.99
               489              3.99              3.99
               490              3.99              3.99
               491              3.99              3.99
               492              3.99              3.99
               493              3.99              3.99
               494              3.99              3.99
               495              3.99              3.99
               496              3.99              3.99
               497              3.99              3.99
               498              3.99              3.99
               499              3.99              3.99
               500              3.99              3.99
               501              3.99              3.99
               502              3.99              3.99
               503              3.99              3.99
               504              3.99              3.99
               505              3.99              3.99
               506              3.99              3.99
               507              3.99              3.99
               508              3.99              3.99
               509              3.99              3.99
               510              3.99              3.99
               511              3.99              3.99
               512              3.99              3.99
               513              3.99              3.99
               514              3.99              3.99
               515              3.99              3.99
               516              3.99              3.99
               517              3.99              3.99
               518              3.99              3.99
               519              3.99              3.99
               520              3.99              3.99
               521              3.99              3.99
               522              3.99              3.99
               523              3.99              3.99
               524              3.99              3.99
               525              3.99              3.99
               526              3.99              3.99
               527              3.99              3.99
               528              3.99              3.99
               529              3.99              3.99
               530              3.99              3.99
               531              3.99              3.99
               532              3.99              3.99
               533              3.99              3.99
               534              3.99              3.99
               535              3.99              3.99
               536              3.99              3.99
               537              3.99              3.99
               538              3.99              3.99
               539              3.99              3.99
               540              3.99              3.99
               541              3.99              3.99
               542              3.99              3.99
               543              3.99              3.99
               544              3.99              3.99
               545              3.99              3.99
               546              3.99              3.99
               547              3.99              3.99
               548              3.99              3.99
               549              3.99              3.99
               550              3.99              3.99
               551              3.99              3.99
               552              3.99              3.99
               553              3.99              3.99
               554              3.99              3.99
               555              3.99              3.99
               556              3.99              3.99
               557              3.99              3.99
               558              3.99              3.99
               559              3.99              3.99
               560              3.99              3.99
               561              3.99              3.99
               562              3.99              3.99
               563              3.99              3.99
               564              3.99              3.99
               565              3.99              3.99
               566              3.99              3.99
               567              3.99              3.99
               568              3.99              3.99
               569              3.99              3.99
               570              3.99              3.99
               571              3.99              3.99
               572              3.99              3.99
               573              3.99              3.99
               574              3.99              3.99
               575              3.99              3.99
               576              3.99              3.99
               577              3.99              3.99
               578              3.99              3.99
               579              3.99              3.99
               580              3.99              3.99
               581              3.99              3.99
               582              3.99              3.99
               583              3.99              3.99
               584              3.99              3.99
               585              3.99              3.99
               586              3.99              3.99
               587              3.99              3.99
               588              3.99              3.99
               589              3.99              3.99
               590              3.99              3.99
               591              3.99              3.99
               592              3.99              3.99
               593              3.99              3.99
               594              3.99              3.99
               595              3.99              3.99
               596              3.99              3.99
               597              3.99              3.99
               598              3.99              3.99
               599              3.99              3.99
               600              3.99              3.99
               601              3.99              3.99
               602              3.99              3.99
               603              3.99              3.99
               604              3.99              3.99
               605              3.99              3.99
               606              3.99              3.99
               607              3.99              3.99
               608              3.99              3.99
               609              3.99              3.99
               610              3.99              3.99
               611              3.99              3.99
               612              3.99              3.99
               613              3.99              3.99
               614              3.99              3.99
               615              3.99              3.99
               616              3.99              3.99
               617              3.99              3.99
               618              3.99              3.99
               619              3.99              3.99
               620              3.99              3.99
               621              3.99              3.99
               622              3.99              3.99
               623              3.99              3.99
               624              3.99              3.99
               625              3.99              3.99
               626              3.99              3.99
               627              3.99              3.99
               628              3.99              3.99
               629              3.99              3.99
               630              3.99              3.99
               631              3.99              3.99
               632              3.99              3.99
               633              3.99              3.99
               634              3.99              3.99
               635              3.99              3.99
               636              3.99              3.99
               637              3.99              3.99
               638              3.99              3.99
               639              3.99              3.99
               640              3.99              3.99
               641              3.99              3.99
               642              3.99              3.99
               643              3.99              3.99
               644              3.99              3.99
               645              3.99              3.99
               646              3.99              3.99
               647              3.99              3.99
               648              3.99              3.99
               649              3.99              3.99
               650              3.99              3.99
               651              3.99              3.99
               652              3.99              3.99
               653              3.99              3.99
               654              3.99              3.99
               655              3.99              3.99
               656              3.99              3.99
               657              3.99              3.99
               658              3.99              3.99
               659              3.99              3.99
               660              3.99              3.99
               661              3.99              3.99
               662              3.99              3.99
               663              3.99              3.99
               664              3.99              3.99
               665              3.99              3.99
               666              3.99              3.99
               667              3.99              3.99
               668              3.99              3.99
               669              3.99              3.99
               670              3.99              3.99
               671              3.99              3.99
               672              3.99              3.99
               673              3.99              3.99
               674              3.99              3.99
               675              3.99              3.99
               676              3.99              3.99
               677              3.99              3.99
               678              3.99              3.99
               679              3.99              3.99
               680              3.99              3.99
               681              3.99              3.99
               682              3.99              3.99
               683              3.99              3.99
               684              3.99              3.99
               685              3.99              3.99
               686              3.99              3.99
               687              3.99              3.99
               688              3.99              3.99
               689              3.99              3.99
               690              3.99              3.99
               691              3.99              3.99
               692              3.99              3.99
               693              3.99              3.99
               694              3.99              3.99
               695              3.99              3.99
               696              3.99              3.99
               697              3.99              3.99
               698              3.99              3.99
               699              3.99              3.99
               700              3.99              3.99
               701              3.99              3.99
               702              3.99              3.99
               703              3.99              3.99
               704              3.99              3.99
               705              3.99              3.99
               706              3.99              3.99
               707              3.99              3.99
               708              3.99              3.99
               709              3.99              3.99
               710              3.99              3.99
               711              3.99              3.99
               712              3.99              3.99
               713              3.99              3.99
               714              3.99              3.99
               715              3.99              3.99
               716              3.99              3.99
               717              3.99              3.99
               718              3.99              3.99
               719              3.99              3.99
               720              3.99              3.99
               721              3.99              3.99
               722              3.99              3.99
               723              3.99              3.99
               724              3.99              3.99
               725              3.99              3.99
               726              3.99              3.99
               727              3.99              3.99
               728              3.99              3.99
               729              3.99              3.99
               730              3.99              3.99
               731              3.99              3.99
               732              3.99              3.99
               733              3.99              3.99
               734              3.99              3.99
               735              3.99              3.99
               736              3.99              3.99
               737              3.99              3.99
               738              3.99              3.99
               739              3.99              3.99
               740              3.99              3.99
               741              3.99              3.99
               742              3.99              3.99
               743              3.99              3.99
               744              3.99              3.99
               745              3.99              3.99
               746              3.99              3.99
               747              3.99              3.99
               748              3.99              3.99
               749              3.99              3.99
               750              3.99              3.99
               751              3.99              3.99
               752              3.99              3.99
               753              3.99              3.99
               754              3.99              3.99
               755              3.99              3.99
               756              3.99              3.99
               757              3.99              3.99
               758              3.99              3.99
               759              3.99              3.99
               760              3.99              3.99
               761              3.99              3.99
               762              3.99              3.99
               763              3.99              3.99
               764              3.99              3.99
               765              3.99              3.99
               766              3.99              3.99
               767              3.99              3.99
               768              3.99              3.99
               769              3.99              3.99
               770              3.99              3.99
               771              3.99              3.99
               772              3.99              3.99
               773              3.99              3.99
               774              3.99              3.99
               775              3.99              3.99
               776              3.99              3.99
               777              3.99              3.99
               778              3.99              3.99
               779              3.99              3.99
               780              3.99              3.99
               781              3.99              3.99
               782              3.99              3.99
               783              3.99              3.99
               784              3.99              3.99
               785              3.99              3.99
               786              3.99              3.99
               787              3.99              3.99
               788              3.99              3.99
               789              3.99              3.99
               790              3.99              3.99
               791              3.99              3.99
               792              3.99              3.99
               793              3.99              3.99
               794              3.99              3.99
               795              3.99              3.99
               796              3.99              3.99
               797              3.99              3.99
               798              3.99              3.99
               799              3.99              3.99
               800              3.99              3.99
               801              3.99              3.99
               802              3.99              3.99
               803              3.99              3.99
               804              3.99              3.99
               805              3.99              3.99
               806              3.99              3.99
               807              3.99              3.99
               808              3.99              3.99
               809              3.99              3.99
               810              3.99              3.99
               811              3.99              3.99
               812              3.99              3.99
               813              3.99              3.99
